supermarket,no_of_items,variation,total,Payment Method,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,Gender,Weekly_Income_in_`000 (ksh),Spending_Score_(1-100),Age,Income Cluster
Carrefour,2,3,2458,card,2017-08-26,no,16:53:00,evening,chain,Westlands,mid,Saturday,weekend,no,Male,,,,
acacia,1,3,2483,card,2017-05-20,no,19:33:00,night,small,saika,mid,Saturday,weekend,no,Female,,,,
acacia,4,2,2486,card,2017-06-17,no,13:50:00,afternoon,small,saika,mid,Saturday,weekend,no,Male,,,,
tuskys,2,3,2466,card,2017-06-12,no,14:42:00,afternoon,chain,cbd,mid,Saturday,weekend,no,Male,,,,
nakumatt,1,3,2476,card,2017-06-17,no,09:56:00,morning,chain,karen,high,Saturday,weekend,no,Female,,,,
acacia,7,3,2456,card,2017-07-16,no,19:08:00,night,small,saika,mid,Saturday,weekend,no,Male,,,,
nakumatt,1,3,2465,card,2017-06-14,no,19:19:00,night,chain,karen,high,Saturday,weekend,no,Male,,,,
nakumatt,2,2,2490,card,2017-03-06,no,09:03:00,morning,chain,karen,high,Saturday,weekend,no,Female,,,,
nakumatt,2,3,2461,card,2017-06-17,no,11:10:00,morning,chain,cbd,mid,Saturday,weekend,yes,Male,,,,
nakumatt,4,2,2465,card,2017-06-17,no,11:00:00,morning,chain,karen,high,Saturday,weekend,no,Female,,,,
tuskys,22,3,2475,card,2017-06-17,no,18:23:00,evening,chain,cbd,mid,Saturday,weekend,no,Male,,,,
tuskys,2,2,2484,card,2017-06-17,no,17:27:00,evening,chain,cbd,mid,Saturday,weekend,no,Female,,,,
karrymart,2,3,2450,card,2017-06-17,no,10:58:00,morning,chain,cbd,mid,Saturday,weekend,no,Male,,,,
karrymart,22,3,2479,card,2017-06-17,no,16:30:00,evening,chain,cbd,mid,Saturday,weekend,no,Female,,,,
nakumatt,5,4,2457,card,2017-06-17,no,17:08:00,evening,chain,karen,high,Saturday,weekend,no,Female,,,,
nakumatt,1,3,2456,card,2017-06-17,no,00:02:00,midnight,chain,cbd,mid,Saturday,weekend,no,Male,,,,
tuskys,2,3,2474,card,2017-06-17,no,18:27:00,evening,chain,cbd,mid,Saturday,weekend,no,Female,,,,
acacia,1,3,2476,card,2017-06-24,no,15:38:00,afternoon,small,saika,mid,Saturday,weekend,no,Male,,,,
acacia,1,3,2471,card,2017-06-24,no,18:17:00,evening,small,saika,mid,Saturday,weekend,no,Male,,,,
acacia,1,3,2498,card,2017-06-24,no,11:00:00,morning,small,saika,mid,Saturday,weekend,no,Female,,,,
naivas,2,3,2467,card,2017-05-20,no,16:11:00,evening,chain,umoja,mid,Saturday,weekend,no,Female,,,,
nakumatt,1,3,2474,card,2017-06-24,no,18:53:00,evening,chain,karen,high,Saturday,weekend,no,Female,,,,
tuskys,2,3,2473,card,2017-05-20,no,16:26:00,afternoon,chain,donholm,mid,Saturday,weekend,no,Female,,,,
tuskys,1,3,2482,card,2017-05-20,no,20:28:00,night,chain,donholm,mid,Saturday,weekend,no,Female,,,,
tuskys,22,2,2479,card,2017-05-20,no,12:56:00,afternoon,chain,donholm,mid,Saturday,weekend,no,Female,,,,
tuskys,2,3,2479,card,2017-05-13,no,20:50:00,night,chain,donholm,mid,Saturday,weekend,no,Female,,,,
naivas,1,3,2477,card,2017-01-20,no,19:37:00,night,chain,umoja,mid,Saturday,weekend,no,Male,,,,
acacia,1,3,2493,card,2017-06-24,no,18:17:00,evening,small,saika,mid,Saturday,weekend,no,Male,,,,
acacia,12,3,2488,mpesa,2017-12-08,no,18:25:00,evening,small,saika,mid,Saturday,weekend,no,Female,,,,
acacia,1,3,2495,card,2017-05-20,no,18:31:00,evening,small,saika,mid,Saturday,weekend,no,Female,,,,
acacia,1,3,2470,card,2017-05-20,no,19:31:00,night,small,saika,mid,Saturday,weekend,no,Female,,,,
acacia,2,3,2474,card,2017-05-20,no,19:12:00,night,small,saika,mid,Saturday,weekend,no,Female,,,,
tuskys,1,3,2475,card,2017-05-13,no,07:11:00,morning,chain,cbd,mid,Saturday,weekend,no,Female,,,,
nakumatt,6,2,2491,card,2017-06-24,yes,20:01:00,night,chain,karen,high,Saturday,weekend,no,Female,,,,
ukwala,1,3,2482,card,2017-02-25,no,11:44:00,morning,chain,cbd,mid,Saturday,weekend,no,Female,,,,
nakumatt,1,3,2496,card,2017-06-24,no,19:18:00,night,chain,karen,high,Saturday,weekend,no,Female,,,,
uchumi,1,3,2487,card,2017-09-23,yes,19:58:00,night,chain,Westlands,mid,Saturday,weekend,no,Male,,,,
acacia,1,3,2466,card,2017-05-21,no,08:56:00,morning,small,saika,mid,Sunday,weekday,no,Female,,,,
naivas,6,2,2482,card,2017-05-21,no,12:07:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Male,,,,
naivas,10,4,2483,mpesa,2017-05-21,no,14:21:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Female,,,,
naivas,22,3,2483,card,2017-05-14,no,18:12:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Male,,,,
naivas,4,2,2472,card,2017-05-21,no,19:54:00,night,chain,umoja,mid,Sunday,weekend,no,Female,,,,
naivas,1,3,2505,card,2017-05-21,no,17:54:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Male,,,,
naivas,2,2,2473,card,2017-05-21,no,16:53:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Female,,,,
naivas,2,3,2479,card,2017-05-21,no,18:15:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Male,,,,
acacia,1,3,2471,card,2017-05-21,no,15:51:00,afternoon,small,saika,mid,Sunday,weekend,no,Male,,,,
tuskys,22,3,2461,card,2017-05-21,yes,16:01:00,afternoon,chain,donholm,mid,Sunday,weekend,no,Male,,,,
tuskys,22,2,2502,card,2017-05-21,yes,10:07:00,morning,chain,donholm,mid,Sunday,weekend,no,Female,,,,
tuskys,4,3,2487,card,2017-05-21,yes,18:50:00,afternoon,chain,donholm,mid,Sunday,weekend,no,Female,,,,
tuskys,7,4,2489,card,2017-05-21,yes,20:41:00,night,chain,donholm,mid,Sunday,weekend,no,Male,,,,
tuskys,2,3,2480,card,2017-05-14,yes,08:53:00,morning,chain,donholm,mid,Sunday,weekend,no,Male,,,,
tuskys,2,2,2493,card,2017-05-21,yes,17:50:00,afternoon,chain,donholm,mid,Sunday,weekend,no,Female,,,,
nakumatt,14,3,2497,card,2017-01-15,no,18:16:00,afternoon,chain,cbd,mid,Sunday,weekend,yes,Female,,,,
nakumatt,2,2,2494,card,2017-05-21,yes,14:25:00,afternoon,chain,kilimani,high,Sunday,weekend,no,Male,,,,
uchumi,6,2,2495,card,2017-04-16,no,15:17:00,afternoon,chain,cbd,mid,Sunday,weekend,no,Female,,,,
acacia,1,3,2500,card,2017-04-06,no,10:13:00,morning,small,saika,mid,Sunday,weekend,no,Male,,,,
cleanshelf,2,3,2478,card,2017-03-09,no,17:32:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,22,2,2489,card,2017-03-09,no,16:26:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,2,2489,card,2017-03-09,no,17:45:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,5,2,2469,card,2017-03-09,no,14:49:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,2,2,2500,mpesa,2017-03-09,no,14:42:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2475,card,2017-03-09,no,15:09:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,4,3,2485,card,2017-03-09,no,17:20:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,7,2,2494,card,2017-03-09,no,15:21:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,4,3,2473,card,2017-03-09,no,15:32:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,13,4,2502,card,2017-03-09,no,15:20:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,4,2,2492,card,2017-03-09,no,16:14:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,2,2490,card,2017-03-09,no,15:04:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2500,card,2017-03-09,no,15:39:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,2,2495,card,2017-03-09,no,16:51:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,10,4,2483,cash,2017-03-09,no,17:10:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,2,2,2476,cash,2017-03-09,no,17:00:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2485,cash,2017-03-09,no,17:24:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2519,cash,2017-03-09,no,15:49:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2502,cash,2017-03-09,no,13:19:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,2,2516,cash,2017-03-09,no,15:29:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2490,cash,2017-03-09,no,15:29:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,2,2,2492,cash,2017-03-09,no,15:34:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2458,cash,2017-03-09,no,11:24:00,morning,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,6,4,2479,cash,2017-03-09,no,15:33:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2484,cash,2017-03-09,no,17:01:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2505,cash,2017-03-09,no,17:30:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,3,2513,cash,2017-03-09,no,17:43:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,6,2,2481,cash,2017-03-09,no,16:49:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,2,2,2498,cash,2017-03-09,no,15:03:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,2,2496,cash,2017-03-09,no,16:14:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,3,2499,cash,2017-03-09,no,17:25:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,22,3,2501,cash,2017-03-09,no,15:54:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2493,cash,2017-03-09,no,16:11:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,12,3,2503,mpesa,2017-03-09,no,16:12:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,2,2522,mpesa,2017-03-09,no,16:09:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2496,mpesa,2017-03-09,no,16:10:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2486,mpesa,2017-03-09,no,16:10:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,8,3,2486,mpesa,2017-03-09,no,16:15:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,2,2,2507,mpesa,2017-03-09,no,16:28:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2505,mpesa,2017-03-09,no,16:36:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,3,2512,mpesa,2017-03-09,no,16:02:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,3,2513,mpesa,2017-03-09,no,16:25:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2499,mpesa,2017-03-09,no,17:22:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,11,2,2491,mpesa,2017-03-09,no,14:06:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,4,2,2489,mpesa,2017-03-09,no,15:44:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2490,mpesa,2017-03-09,no,16:45:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2509,mpesa,2017-03-09,no,17:31:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2496,mpesa,2017-03-09,no,13:04:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,22,2,2532,card,2017-03-09,no,15:31:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2473,mpesa,2017-03-09,no,17:28:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,3,2496,mpesa,2017-03-09,no,16:24:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,4,3,2493,mpesa,2017-03-09,no,16:50:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,3,2501,mpesa,2017-03-09,no,14:40:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,2,2502,mpesa,2017-03-09,no,14:35:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,22,3,2497,mpesa,2017-03-09,no,16:46:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2507,mpesa,2017-03-09,no,17:40:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2517,mpesa,2017-03-09,no,16:15:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2505,mpesa,2017-03-09,no,17:25:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,2,2493,mpesa,2017-03-09,no,17:29:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,5,3,2508,mpesa,2017-03-09,no,16:51:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2493,mpesa,2017-03-09,no,16:35:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2483,mpesa,2017-03-09,no,17:42:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,3,2484,mpesa,2017-03-09,no,14:47:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2537,mpesa,2017-03-09,no,13:37:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2494,mpesa,2017-03-09,no,17:54:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2503,mpesa,2017-03-09,no,16:50:00,evening,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2498,mpesa,2017-03-09,no,14:55:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,1,3,2507,mpesa,2017-03-09,no,16:40:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,4,2,2508,mpesa,2017-03-09,no,15:04:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2504,mpesa,2017-03-09,no,14:34:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,2,2511,mpesa,2017-03-09,no,16:11:00,evening,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
cleanshelf,22,2,2482,mpesa,2017-03-09,no,14:32:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,2,2,2505,mpesa,2017-03-09,no,14:18:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Female,,,,
cleanshelf,1,3,2528,mpesa,2017-03-09,no,15:40:00,afternoon,chain,Westlands,mid,Sunday,weekend,no,Male,,,,
nakumatt,1,3,2514,mpesa,2017-06-29,no,18:56:00,evening,chain,cbd,mid,Sunday,weekend,yes,Male,,,,
ukwala,2,3,2500,mpesa,2016-06-17,no,12:07:00,afternoon,chain,cbd,mid,Sunday,weekend,no,Male,,,,
ukwala,1,3,2510,mpesa,2017-06-17,no,12:07:00,afternoon,chain,cbd,mid,Sunday,weekend,no,Female,,,,
ukwala,1,3,2529,mpesa,2017-06-17,no,11:57:00,morning,chain,cbd,mid,Sunday,weekend,no,Female,,,,
nakumatt,1,3,2528,mpesa,2017-06-15,no,22:07:00,night,chain,cbd,mid,Sunday,weekend,yes,Male,,,,
tuskys,1,3,2518,mpesa,2017-07-23,no,18:21:00,evening,chain,cbd,mid,Sunday,weekend,no,Male,,,,
karrymart,2,3,2512,mpesa,2017-05-21,no,12:00:00,midnight,chain,cbd,mid,Sunday,weekend,no,Male,,,,
tuskys,1,3,2504,mpesa,2017-06-18,no,17:36:00,evening,chain,cbd,mid,Sunday,weekend,no,Female,,,,
nakumatt,1,3,2523,mpesa,2017-02-07,yes,15:47:00,afternoon,chain,junction,mid,Sunday,weekend,no,Female,,,,
nakumatt,2,2,2512,mpesa,2017-02-07,yes,17:15:00,evening,chain,junction,mid,Sunday,weekend,no,Female,,,,
tuskys,7,3,2509,mpesa,2017-05-21,no,20:41:00,night,chain,donholm,mid,Sunday,weekend,no,Female,,,,
tuskys,2,3,2496,mpesa,2017-05-14,no,08:53:00,morning,chain,donholm,mid,Sunday,weekday,no,Male,,,,
tuskys,2,2,2497,mpesa,2017-05-21,no,17:30:00,afternoon,chain,cbd,mid,Sunday,weekend,no,Female,,,,
tuskys,4,3,2516,mpesa,2017-05-21,no,18:50:00,evening,chain,cbd,mid,Sunday,weekend,no,Male,,,,
tuskys,22,3,2518,mpesa,2017-05-21,no,10:07:00,morning,chain,cbd,mid,Sunday,weekend,no,Female,,,,
naivas,1,3,2514,mpesa,2017-05-21,no,17:54:00,evening,chain,umoja,mid,Sunday,weekend,no,Female,,,,
naivas,4,2,2515,mpesa,2017-05-21,no,19:54:00,night,chain,umoja,mid,Sunday,weekend,no,Female,,,,
naivas,2,2,2505,mpesa,2017-05-21,no,16:43:00,evening,chain,umoja,mid,Sunday,weekend,no,Male,,,,
naivas,22,3,2525,mpesa,2017-05-14,no,18:42:00,evening,chain,umoja,mid,Sunday,weekend,no,Female,,,,
naivas,2,3,2515,mpesa,2017-05-21,no,18:15:00,evening,chain,umoja,mid,Sunday,weekend,no,Male,,,,
acacia,1,3,2516,mpesa,2017-05-21,no,08:56:00,morning,small,saika,mid,Sunday,weekend,no,Female,,,,
naivas,10,3,2524,mpesa,2017-05-21,no,14:21:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Male,,,,
naivas,6,2,2500,mpesa,2017-05-21,no,12:07:00,afternoon,chain,umoja,mid,Sunday,weekend,no,Female,,,,
nakumatt,22,3,2523,mpesa,2017-09-07,yes,14:23:00,afternoon,chain,junction,high,Sunday,weekend,no,Female,,,,
nakumatt,1,3,2520,mpesa,2017-02-07,yes,17:23:00,evening,chain,junction,high,Sunday,weekend,no,Male,,,,
tuskys,5,3,2523,mpesa,2017-04-06,yes,13:12:00,afternoon,chain,donholm,mid,Sunday,weekday,no,Male,,,,
tuskys,2,3,2525,mpesa,2017-06-30,no,21:09:00,night,chain,cbd,mid,Sunday,weekend,no,Male,,,,
nakumatt,5,3,2517,card,2016-11-29,yes,05:51:00,night,chain,kilimani,high,Thursday,weekday,no,Male,,,,
tuskys,5,3,2515,mpesa,2017-05-18,yes,10:58:00,morning,chain,donholm,mid,Thursday,weekday,no,Male,,,,
nakumatt,2,3,2531,mpesa,2017-01-19,no,22:41:00,night,chain,cbd,mid,Thursday,weekday,yes,Female,,,,
nakumatt,13,2,2507,mpesa,2017-01-19,yes,20:53:00,night,chain,kilimani,high,Thursday,weekday,no,Female,,,,
tuskys,1,3,2535,mpesa,2017-05-25,no,19:35:00,night,chain,cbd,mid,Thursday,weekday,no,Male,,,,
nakumatt,5,3,2529,mpesa,2017-01-06,yes,17:36:00,afternoon,chain,kilimani,high,Thursday,weekday,no,Male,,,,
nakumatt,1,3,2522,mpesa,2017-01-06,yes,17:11:00,afternoon,chain,kilimani,high,Thursday,weekday,no,Male,,,,
nakumatt,22,2,2556,mpesa,2017-01-06,yes,16:59:00,afternoon,chain,kilimani,high,Thursday,weekday,no,Male,,,,
ukwala,1,3,2533,mpesa,2017-01-06,no,14:41:00,afternoon,median,cbd,mid,Thursday,weekday,no,Female,,,,
ukwala,1,3,2517,mpesa,2017-01-06,no,14:17:00,afternoon,median,cbd,mid,Thursday,weekday,no,Female,,,,
ukwala,1,3,2529,mpesa,2017-01-06,no,19:31:00,night,median,cbd,mid,Thursday,weekday,no,Male,,,,
tuskys,1,3,2549,mpesa,2017-01-06,no,17:27:00,afternoon,chain,cbd,mid,Thursday,weekday,no,Female,,,,
karrymart,1,3,2531,mpesa,2017-01-06,no,13:33:00,afternoon,small,cbd,mid,Thursday,weekday,yes,Female,,,,
nakumatt,1,3,2518,mpesa,2021-05-11,yes,19:52:00,night,chain,cbd,mid,Thursday,weekday,yes,Male,,,,
nakumatt,1,3,2523,mpesa,2017-08-06,no,12:06:00,afternoon,chain,kilimani,high,Thursday,weekday,no,Female,,,,
nakumatt,2,2,2541,card,2017-07-17,yes,20:58:00,night,chain,junction,mid,Thursday,weekday,no,Male,,,,
nakumatt,1,3,2532,mpesa,2017-06-22,no,01:58:00,afternoon,chain,cbd,mid,Thursday,weekday,no,Female,,,,
ukwala,1,3,2539,mpesa,2017-06-22,no,18:48:00,evening,chain,cbd,mid,Thursday,weekday,no,Female,,,,
nakumatt,1,3,2523,mpesa,2017-06-22,no,12:59:00,afternoon,chain,karen,high,Thursday,weekday,no,Female,,,,
chandarana,1,3,2527,mpesa,2017-06-15,no,15:01:00,afternoon,chain,karen,high,Thursday,weekend,no,Female,,,,
nakumatt,1,3,2539,mpesa,2017-06-22,no,07:29:00,morning,chain,cbd,mid,Thursday,weekday,yes,Male,,,,
nakumatt,2,2,2514,mpesa,2017-06-22,no,07:25:00,morning,chain,cbd,mid,Thursday,weekday,yes,Female,,,,
nakumatt,1,3,2536,mpesa,2017-06-22,yes,07:26:00,morning,chain,junction,mid,Thursday,weekday,no,Female,,,,
nakumatt,1,1,2539,mpesa,2017-01-06,no,14:22:00,afternoon,chain,cbd,mid,Thursday,weekday,no,Female,,,,
nakumatt,1,1,2539,mpesa,2017-06-15,no,12:46:00,afternoon,chain,karen,high,Thursday,weekday,no,Female,,,,
tuskys,1,1,2537,mpesa,2017-06-15,no,18:57:00,evening,chain,cbd,mid,Thursday,weekday,no,Male,,,,
nakumatt,2,2,2555,mpesa,2017-01-19,no,23:24:00,night,chain,cbd,mid,Thursday,weekday,yes,Male,,,,
nakumatt,13,3,2547,mpesa,2017-01-19,yes,20:51:00,night,chain,junction,mid,Thursday,weekday,no,Male,,,,
tuskys,1,1,2549,mpesa,2017-05-25,no,20:21:00,night,chain,cbd,mid,Thursday,weekday,no,Male,,,,
tuskys,5,2,2538,mpesa,2017-05-18,no,10:43:00,morning,chain,donholm,mid,Thursday,weekday,no,Male,,,,
tuskys,1,1,2505,mpesa,2017-06-15,no,18:57:00,evening,chain,cbd,mid,Thursday,weekday,no,Female,,,,
nakumatt,1,1,2558,mpesa,2017-06-15,yes,12:09:00,afternoon,chain,junction,high,Thursday,weekday,yes,Female,,,,
ukwala,1,1,2540,mpesa,2017-01-06,no,14:17:00,afternoon,chain,cbd,mid,Thursday,weekday,no,Female,,,,
tuskys,2,1,2530,mpesa,2017-06-15,no,18:01:00,evening,chain,cbd,mid,Thursday,weekday,no,Female,,,,
karrymart,1,1,2529,mpesa,2017-01-06,no,01:33:00,morning,chain,cbd,mid,Thursday,weekday,no,Female,,,,
tuskys,2,1,2571,mpesa,2017-06-15,yes,19:23:00,afternoon,chain,donholm,mid,Thursday,weekday,no,Female,,,,
nakumatt,1,1,2558,mpesa,2017-03-08,yes,20:20:00,night,chain,junction,high,Thursday,weekday,no,Male,,,,
nakumatt,5,1,2546,mpesa,2017-03-08,yes,20:18:00,night,chain,junction,high,Thursday,weekday,no,Female,,,,
nakumatt,4,1,2557,mpesa,2015-12-11,yes,17:10:00,evening,chain,junction,high,Thursday,weekday,no,Male,,,,
nakumatt,2,1,2512,mpesa,2017-06-29,yes,18:22:00,evening,chain,cbd,mid,Thursday,weekday,yes,Female,,,,
acacia,1,1,2553,mpesa,2017-06-22,no,19:25:00,night,small,saika,mid,Thursday,weekday,no,Female,,,,
tuskys,2,3,2559,mpesa,2017-06-15,no,19:26:00,night,chain,cbd,mid,Thursday,weekday,no,Female,,,,
nakumatt,2,1,2553,mpesa,2017-01-03,yes,09:00:00,morning,chain,kilimani,high,Tuesday,weekday,no,Male,,,,
tuskys,1,1,2565,mpesa,2017-05-16,yes,12:48:00,afternoon,chain,donholm,mid,Tuesday,weekday,no,Male,,,,
tuskys,2,1,2569,mpesa,2017-05-16,yes,11:36:00,morning,chain,donholm,mid,Tuesday,weekday,no,Female,,,,
tuskys,1,1,2535,mpesa,2017-05-16,yes,18:31:00,afternoon,chain,donholm,mid,Tuesday,weekday,no,Male,,,,
nakumatt,1,1,2536,mpesa,2017-01-24,yes,10:50:00,morning,chain,kilimani,high,Tuesday,weekday,no,Male,,,,
nakumatt,2,2,2544,mpesa,2017-05-23,yes,12:26:00,afternoon,chain,kilimani,high,Tuesday,weekday,no,Female,,,,
karrymart,5,2,2553,mpesa,2017-05-23,no,06:09:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,1,1,2567,mpesa,2017-05-23,no,07:08:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,22,3,2555,mpesa,2017-05-23,no,20:28:00,night,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2556,mpesa,2017-05-23,no,07:38:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,1,1,2566,mpesa,2017-05-23,no,12:24:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2555,mpesa,2017-05-23,no,06:42:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,1,2561,mpesa,2017-05-23,no,14:28:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2552,mpesa,2017-05-23,no,05:54:00,night,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,2,2542,mpesa,2017-05-23,no,14:32:00,afternoon,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2566,mpesa,2017-05-23,no,06:25:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,1,1,2557,mpesa,2017-05-23,no,05:41:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,2,1,2542,mpesa,2017-05-23,no,05:40:00,morning,small,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,2,2,2566,mpesa,2017-05-23,no,06:13:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
karrymart,1,1,2565,mpesa,2017-05-23,no,06:38:00,morning,small,cbd,mid,Tuesday,weekday,yes,Male,,,,
